PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,Season
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 00:00:00,spring
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 01:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 02:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 03:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 04:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 05:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 06:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 07:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 08:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 09:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 10:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 11:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 12:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 13:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 14:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 15:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 16:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 17:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 18:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 19:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 20:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 21:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 22:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-20 23:00:00,winter
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-21 00:00:00,summer
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-21 01:00:00,summer
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-21 02:00:00,summer
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-06-21 03:00:00,summer
732.0,544.0,1353.0,1367.0,466.0,18.9,55.2,1.1895,2004-06-21 04:00:00,summer
809.0,681.0,1108.0,1463.0,609.0,18.2,57.6,1.193,2004-06-21 05:00:00,summer
934.0,911.0,857.0,1639.0,863.0,18.6,56.0,1.1865,2004-06-21 06:00:00,summer
1132.0,1220.0,691.0,1910.0,1203.0,20.8,48.0,1.1702,2004-06-21 07:00:00,summer
1221.0,1386.0,626.0,2138.0,1412.0,23.3,38.6,1.0919,2004-06-21 08:00:00,summer
1024.0,1111.0,770.0,1753.0,1069.0,25.1,32.4,1.017,2004-06-21 09:00:00,summer
938.0,987.0,862.0,1597.0,817.0,27.8,25.8,0.9473,2004-06-21 10:00:00,summer
869.0,897.0,965.0,1480.0,649.0,29.6,21.0,0.8548,2004-06-21 11:00:00,summer
846.0,930.0,947.0,1467.0,598.0,30.2,18.0,0.7613,2004-06-21 12:00:00,summer
838.0,868.0,1005.0,1454.0,540.0,30.1,18.5,0.7747,2004-06-21 13:00:00,summer
875.0,912.0,978.0,1504.0,601.0,29.5,19.4,0.7872,2004-06-21 14:00:00,summer
907.0,961.0,920.0,1564.0,668.0,31.1,18.2,0.8079,2004-06-21 15:00:00,summer
889.0,939.0,920.0,1492.0,647.0,30.3,19.0,0.8103,2004-06-21 16:00:00,summer
969.0,1064.0,834.0,1645.0,816.0,30.1,19.3,0.8083,2004-06-21 17:00:00,summer
1051.0,1157.0,760.0,1787.0,963.0,28.6,22.3,0.859,2004-06-21 18:00:00,summer
1043.0,1181.0,736.0,1813.0,1010.0,26.1,28.3,0.9407,2004-06-21 19:00:00,summer
1043.0,1121.0,736.0,1793.0,967.0,24.5,35.7,1.0807,2004-06-21 20:00:00,summer
1007.0,1027.0,798.0,1737.0,904.0,23.1,41.5,1.1582,2004-06-21 21:00:00,summer
966.0,959.0,838.0,1686.0,852.0,21.8,46.3,1.1913,2004-06-21 22:00:00,summer
920.0,875.0,915.0,1594.0,744.0,20.9,48.9,1.1945,2004-06-21 23:00:00,summer
889.0,831.0,956.0,1570.0,760.0,20.5,49.9,1.1903,2004-06-22 00:00:00,summer
825.0,715.0,1062.0,1462.0,613.0,20.0,50.9,1.1794,2004-06-22 01:00:00,summer
758.0,580.0,1215.0,1374.0,531.0,22.1,44.3,1.1665,2004-06-22 02:00:00,summer
735.0,533.0,1338.0,1350.0,493.0,21.0,47.5,1.1666,2004-06-22 03:00:00,summer
719.0,522.0,1385.0,1343.0,509.0,19.8,50.3,1.1444,2004-06-22 04:00:00,summer
757.0,596.0,1236.0,1381.0,560.0,19.0,52.8,1.1489,2004-06-22 05:00:00,summer
890.0,831.0,922.0,1594.0,826.0,17.8,56.5,1.1375,2004-06-22 06:00:00,summer
1181.0,1255.0,632.0,2002.0,1334.0,18.2,55.8,1.1529,2004-06-22 07:00:00,summer
1332.0,1556.0,523.0,1456.2645979312647,1660.0,20.6,47.7,1.1448,2004-06-22 08:00:00,summer
1128.0,1124.0,717.0,1832.0,1362.0,22.8,41.9,1.1496,2004-06-22 09:00:00,summer
1128.0,1126.0,725.0,1856.0,1316.0,27.1,31.7,1.1147,2004-06-22 10:00:00,summer
1064.0,1069.0,766.0,1766.0,1089.0,30.4,26.4,1.131,2004-06-22 11:00:00,summer
1139.0,1240.0,702.0,1940.0,1129.0,31.1,26.2,1.1647,2004-06-22 12:00:00,summer
1121.0,1214.0,707.0,1912.0,1120.0,31.4,25.3,1.1444,2004-06-22 13:00:00,summer
1032.0,1083.0,776.0,1772.0,916.0,30.8,26.7,1.168,2004-06-22 14:00:00,summer
1040.0,1022.0,826.0,1747.0,812.0,31.8,25.6,1.1868,2004-06-22 15:00:00,summer
1076.0,1105.0,762.0,1782.0,959.0,33.5,22.9,1.1649,2004-06-22 16:00:00,summer
1177.0,1310.0,656.0,2011.0,1189.0,33.1,23.5,1.1673,2004-06-22 17:00:00,summer
1196.0,1303.0,654.0,2017.0,1199.0,31.7,25.9,1.1883,2004-06-22 18:00:00,summer
1204.0,1381.0,623.0,2085.0,1283.0,29.0,30.4,1.2013,2004-06-22 19:00:00,summer
1166.0,1304.0,646.0,2016.0,1291.0,27.4,33.6,1.2095,2004-06-22 20:00:00,summer
959.0,949.0,857.0,1640.0,949.0,25.2,36.4,1.1528,2004-06-22 21:00:00,summer
1004.0,997.0,813.0,1726.0,1018.0,24.0,39.6,1.1662,2004-06-22 22:00:00,summer
1050.0,1105.0,729.0,1807.0,1122.0,23.8,39.6,1.1558,2004-06-22 23:00:00,summer
965.0,900.0,864.0,1631.0,968.0,22.9,43.6,1.1974,2004-06-23 00:00:00,summer
849.0,744.0,1004.0,1496.0,806.0,22.8,43.9,1.202,2004-06-23 01:00:00,summer
809.0,666.0,1093.0,1455.0,714.0,21.8,47.3,1.2189,2004-06-23 02:00:00,summer
777.0,609.0,1170.0,1405.0,644.0,21.7,47.3,1.2135,2004-06-23 03:00:00,summer
768.0,591.0,1183.0,1402.0,606.0,20.8,50.3,1.2207,2004-06-23 04:00:00,summer
768.0,597.0,1155.0,1396.0,606.0,21.7,46.8,1.2031,2004-06-23 05:00:00,summer
917.0,842.0,934.0,1656.0,819.0,20.3,52.3,1.2367,2004-06-23 06:00:00,summer
1252.0,1380.0,579.0,2210.0,1462.0,20.5,52.3,1.245,2004-06-23 07:00:00,summer
1224.0,1268.0,605.0,2046.0,1478.0,21.7,49.6,1.2673,2004-06-23 08:00:00,summer
1277.0,1300.0,608.0,2090.0,1598.0,24.0,43.1,1.2677,2004-06-23 09:00:00,summer
1149.0,1192.0,672.0,1944.0,1449.0,28.5,31.7,1.2144,2004-06-23 10:00:00,summer
1091.0,1082.0,746.0,1790.0,1221.0,32.2,25.1,1.189,2004-06-23 11:00:00,summer
1053.0,1087.0,763.0,1762.0,1023.0,34.9,20.5,1.1279,2004-06-23 12:00:00,summer
1023.0,1042.0,796.0,1711.0,910.0,35.4,19.9,1.1222,2004-06-23 13:00:00,summer
1085.0,1075.0,767.0,1786.0,913.0,34.4,22.5,1.205,2004-06-23 14:00:00,summer
1116.0,1120.0,724.0,1854.0,1035.0,34.8,22.8,1.2488,2004-06-23 15:00:00,summer
1111.0,1131.0,735.0,1825.0,1085.0,34.3,22.4,1.1907,2004-06-23 16:00:00,summer
1210.0,1316.0,645.0,2030.0,1278.0,32.5,25.3,1.2165,2004-06-23 17:00:00,summer
1250.0,1339.0,616.0,2075.0,1383.0,31.3,27.3,1.2234,2004-06-23 18:00:00,summer
1297.0,1408.0,595.0,2134.0,1473.0,30.2,29.0,1.2224,2004-06-23 19:00:00,summer
1313.0,1345.0,603.0,2118.0,1507.0,28.5,33.3,1.2775,2004-06-23 20:00:00,summer
1146.0,1084.0,713.0,1829.0,1215.0,27.3,35.3,1.2606,2004-06-23 21:00:00,summer
1199.0,1152.0,685.0,1897.0,1242.0,26.1,37.8,1.2575,2004-06-23 22:00:00,summer
1274.0,1197.0,626.0,2023.0,1356.0,24.7,47.1,1.44,2004-06-23 23:00:00,summer
1243.0,1072.0,675.0,1978.0,1195.0,23.6,59.8,1.7193,2004-06-24 00:00:00,summer
1054.0,923.0,783.0,1793.0,899.0,23.3,60.5,1.706,2004-06-24 01:00:00,summer
962.0,778.0,929.0,1645.0,726.0,23.3,59.4,1.6753,2004-06-24 02:00:00,summer
915.0,690.0,983.0,1570.0,743.0,22.9,57.7,1.5902,2004-06-24 03:00:00,summer
871.0,639.0,1062.0,1528.0,684.0,23.7,53.5,1.546,2004-06-24 04:00:00,summer
877.0,658.0,1047.0,1530.0,779.0,21.2,60.9,1.5092,2004-06-24 05:00:00,summer
893.0,696.0,1008.0,1548.0,801.0,22.1,56.2,1.48,2004-06-24 06:00:00,summer
1030.0,851.0,824.0,1700.0,983.0,21.9,57.0,1.4742,2004-06-24 07:00:00,summer
1059.0,926.0,783.0,1750.0,989.0,24.7,45.9,1.4061,2004-06-24 08:00:00,summer
1020.0,860.0,864.0,1649.0,875.0,27.0,40.8,1.4286,2004-06-24 09:00:00,summer
1045.0,840.0,879.0,1656.0,807.0,29.1,37.4,1.4833,2004-06-24 10:00:00,summer
1029.0,866.0,874.0,1651.0,727.0,31.1,32.4,1.4351,2004-06-24 11:00:00,summer
959.0,763.0,976.0,1561.0,549.0,31.9,30.3,1.4125,2004-06-24 12:00:00,summer
975.0,798.0,939.0,1576.0,570.0,32.8,28.9,1.412,2004-06-24 13:00:00,summer
988.0,813.0,927.0,1596.0,596.0,33.4,27.8,1.4119,2004-06-24 14:00:00,summer
971.0,818.0,942.0,1565.0,585.0,35.3,23.7,1.3331,2004-06-24 15:00:00,summer
999.0,899.0,869.0,1629.0,637.0,35.8,22.4,1.2915,2004-06-24 16:00:00,summer
989.0,889.0,889.0,1602.0,664.0,35.3,20.8,1.1664,2004-06-24 17:00:00,summer
1075.0,1020.0,802.0,1732.0,797.0,33.3,23.9,1.2085,2004-06-24 18:00:00,summer
1190.0,1177.0,695.0,1934.0,1046.0,30.3,30.8,1.3044,2004-06-24 19:00:00,summer
1172.0,1108.0,706.0,1878.0,1058.0,28.3,34.5,1.3084,2004-06-24 20:00:00,summer
1256.0,1340.0,594.0,2176.0,1214.0,27.1,38.9,1.3758,2004-06-24 21:00:00,summer
1190.0,1203.0,658.0,1967.0,1056.0,25.4,43.2,1.3805,2004-06-24 22:00:00,summer
1249.0,1310.0,601.0,2114.0,1280.0,24.6,45.3,1.3767,2004-06-24 23:00:00,summer
1072.0,1120.0,711.0,1838.0,1045.0,23.7,46.0,1.3346,2004-06-25 00:00:00,summer
1035.0,1011.0,750.0,1752.0,1039.0,23.0,48.1,1.3322,2004-06-25 01:00:00,summer
839.0,690.0,1030.0,1457.0,640.0,24.8,43.4,1.3366,2004-06-25 02:00:00,summer
833.0,671.0,1061.0,1482.0,705.0,23.1,47.4,1.3208,2004-06-25 03:00:00,summer
804.0,616.0,1144.0,1427.0,662.0,21.7,50.2,1.2917,2004-06-25 04:00:00,summer
811.0,651.0,1097.0,1442.0,579.0,21.9,50.7,1.3138,2004-06-25 05:00:00,summer
1028.0,934.0,818.0,1743.0,987.0,20.1,57.0,1.3216,2004-06-25 06:00:00,summer
1138.0,1141.0,671.0,1927.0,1197.0,21.5,51.8,1.3129,2004-06-25 07:00:00,summer
1203.0,1185.0,649.0,1968.0,1328.0,22.9,48.7,1.3416,2004-06-25 08:00:00,summer
1193.0,1136.0,667.0,1924.0,1370.0,25.7,41.0,1.3351,2004-06-25 09:00:00,summer
1049.0,898.0,858.0,1671.0,921.0,29.9,33.2,1.3793,2004-06-25 10:00:00,summer
1090.0,942.0,828.0,1713.0,876.0,32.9,28.0,1.3789,2004-06-25 11:00:00,summer
1070.0,976.0,808.0,1688.0,819.0,34.0,25.6,1.3363,2004-06-25 12:00:00,summer
1014.0,970.0,826.0,1684.0,763.0,34.7,22.6,1.2297,2004-06-25 13:00:00,summer
972.0,912.0,882.0,1596.0,675.0,35.5,20.3,1.1586,2004-06-25 14:00:00,summer
951.0,880.0,920.0,1539.0,637.0,35.9,18.8,1.0912,2004-06-25 15:00:00,summer
1033.0,1038.0,802.0,1690.0,826.0,36.2,18.6,1.0945,2004-06-25 16:00:00,summer
983.0,1094.0,817.0,1659.0,854.0,35.4,15.3,0.8613,2004-06-25 17:00:00,summer
973.0,1128.0,813.0,1642.0,894.0,32.9,15.5,0.7649,2004-06-25 18:00:00,summer
1083.0,1237.0,737.0,1786.0,1077.0,29.9,19.8,0.8211,2004-06-25 19:00:00,summer
1062.0,1176.0,763.0,1743.0,1121.0,28.1,22.4,0.8394,2004-06-25 20:00:00,summer
1011.0,1122.0,808.0,1680.0,1071.0,26.1,24.7,0.8233,2004-06-25 21:00:00,summer
1054.0,1110.0,765.0,1670.0,1167.0,25.0,28.7,0.8944,2004-06-25 22:00:00,summer
1013.0,1038.0,793.0,1598.0,1162.0,24.3,31.0,0.9268,2004-06-25 23:00:00,summer
870.0,823.0,975.0,1398.0,848.0,24.0,31.2,0.919,2004-06-26 00:00:00,summer
857.0,769.0,1006.0,1390.0,759.0,22.4,34.9,0.9362,2004-06-26 01:00:00,summer
835.0,739.0,1036.0,1382.0,694.0,21.2,37.6,0.9355,2004-06-26 02:00:00,summer
844.0,759.0,1005.0,1409.0,848.0,19.5,42.3,0.9461,2004-06-26 03:00:00,summer
763.0,622.0,1129.0,1321.0,689.0,21.2,39.4,0.9802,2004-06-26 04:00:00,summer
769.0,606.0,1171.0,1314.0,610.0,19.5,42.4,0.9515,2004-06-26 05:00:00,summer
891.0,790.0,960.0,1466.0,816.0,18.6,45.8,0.9723,2004-06-26 06:00:00,summer
1037.0,993.0,779.0,1680.0,1158.0,19.7,44.1,1.0039,2004-06-26 07:00:00,summer
1090.0,1065.0,728.0,1773.0,1228.0,21.9,39.4,1.0243,2004-06-26 08:00:00,summer
1117.0,1118.0,716.0,1791.0,1323.0,24.5,34.3,1.0407,2004-06-26 09:00:00,summer
1109.0,1074.0,761.0,1734.0,1274.0,30.0,25.6,1.0674,2004-06-26 10:00:00,summer
961.0,939.0,912.0,1508.0,846.0,34.5,18.9,1.0168,2004-06-26 11:00:00,summer
985.0,919.0,918.0,1540.0,737.0,36.3,17.5,1.0411,2004-06-26 12:00:00,summer
960.0,909.0,910.0,1523.0,675.0,37.7,16.0,1.0231,2004-06-26 13:00:00,summer
927.0,806.0,1013.0,1446.0,559.0,38.3,15.8,1.0465,2004-06-26 14:00:00,summer
958.0,795.0,1002.0,1481.0,604.0,38.4,17.5,1.1609,2004-06-26 15:00:00,summer
1019.0,842.0,935.0,1565.0,729.0,37.2,20.5,1.2813,2004-06-26 16:00:00,summer
1010.0,816.0,955.0,1567.0,741.0,34.0,26.4,1.3781,2004-06-26 17:00:00,summer
1030.0,844.0,917.0,1599.0,747.0,32.3,30.4,1.445,2004-06-26 18:00:00,summer
1100.0,946.0,827.0,1726.0,932.0,30.5,33.9,1.4564,2004-06-26 19:00:00,summer
1079.0,909.0,861.0,1686.0,928.0,29.2,37.8,1.5098,2004-06-26 20:00:00,summer
1036.0,859.0,900.0,1645.0,860.0,28.4,39.1,1.4881,2004-06-26 21:00:00,summer
1085.0,959.0,827.0,1747.0,963.0,27.7,40.6,1.4828,2004-06-26 22:00:00,summer
1214.0,1151.0,683.0,1938.0,1309.0,27.2,42.5,1.5069,2004-06-26 23:00:00,summer
1127.0,1041.0,728.0,1830.0,1266.0,26.5,44.8,1.528,2004-06-27 00:00:00,summer
1038.0,950.0,776.0,1750.0,1181.0,25.5,47.6,1.5318,2004-06-27 01:00:00,summer
948.0,829.0,873.0,1638.0,937.0,25.2,47.8,1.5076,2004-06-27 02:00:00,summer
953.0,844.0,848.0,1685.0,995.0,23.2,53.7,1.5046,2004-06-27 03:00:00,summer
869.0,723.0,975.0,1522.0,789.0,23.2,52.3,1.4668,2004-06-27 04:00:00,summer
809.0,628.0,1127.0,1490.0,682.0,24.0,50.3,1.4811,2004-06-27 05:00:00,summer
833.0,641.0,1088.0,1496.0,717.0,23.5,51.2,1.4634,2004-06-27 06:00:00,summer
857.0,661.0,1083.0,1511.0,696.0,23.5,50.8,1.452,2004-06-27 07:00:00,summer
966.0,820.0,913.0,1634.0,807.0,24.7,47.6,1.4597,2004-06-27 08:00:00,summer
1063.0,894.0,823.0,1688.0,1025.0,27.2,41.1,1.4611,2004-06-27 09:00:00,summer
1110.0,996.0,782.0,1771.0,1090.0,31.0,32.4,1.4294,2004-06-27 10:00:00,summer
1055.0,941.0,844.0,1648.0,932.0,35.2,24.8,1.3854,2004-06-27 11:00:00,summer
939.0,828.0,991.0,1486.0,639.0,37.8,18.5,1.1977,2004-06-27 12:00:00,summer
816.0,684.0,1195.0,1285.0,467.0,39.0,15.1,1.0424,2004-06-27 13:00:00,summer
841.0,712.0,1175.0,1339.0,476.0,41.3,12.8,0.9933,2004-06-27 14:00:00,summer
842.0,722.0,1163.0,1294.0,490.0,41.8,11.9,0.9476,2004-06-27 15:00:00,summer
990.0,852.0,967.0,1488.0,669.0,42.2,14.2,1.1609,2004-06-27 16:00:00,summer
1042.0,894.0,916.0,1537.0,800.0,41.4,15.5,1.2089,2004-06-27 17:00:00,summer
1089.0,893.0,879.0,1609.0,791.0,38.9,21.4,1.4605,2004-06-27 18:00:00,summer
1102.0,990.0,799.0,1685.0,849.0,34.3,26.0,1.3865,2004-06-27 19:00:00,summer
1095.0,996.0,799.0,1695.0,934.0,32.7,27.7,1.3439,2004-06-27 20:00:00,summer
1116.0,1075.0,761.0,1784.0,1081.0,30.5,30.4,1.3031,2004-06-27 21:00:00,summer
1105.0,1046.0,777.0,1751.0,1102.0,29.0,33.6,1.3277,2004-06-27 22:00:00,summer
1018.0,950.0,830.0,1636.0,914.0,28.2,36.6,1.3781,2004-06-27 23:00:00,summer
991.0,896.0,857.0,1616.0,926.0,27.2,38.9,1.3821,2004-06-28 00:00:00,summer
923.0,765.0,952.0,1508.0,786.0,26.7,40.0,1.3754,2004-06-28 01:00:00,summer
874.0,679.0,1049.0,1444.0,619.0,26.0,41.2,1.3598,2004-06-28 02:00:00,summer
846.0,662.0,1068.0,1464.0,633.0,22.8,50.1,1.3677,2004-06-28 03:00:00,summer
838.0,632.0,1079.0,1438.0,634.0,24.0,46.6,1.37,2004-06-28 04:00:00,summer
827.0,656.0,1075.0,1447.0,722.0,24.0,46.4,1.3689,2004-06-28 05:00:00,summer
901.0,763.0,984.0,1552.0,717.0,23.7,47.1,1.3602,2004-06-28 06:00:00,summer
1291.0,1316.0,603.0,2172.0,1445.0,23.6,47.3,1.3634,2004-06-28 07:00:00,summer
1441.0,1606.0,503.0,1456.2645979312647,1786.0,25.5,43.1,1.3891,2004-06-28 08:00:00,summer
1363.0,1410.0,565.0,2199.0,1791.0,28.5,36.8,1.4128,2004-06-28 09:00:00,summer
1218.0,1198.0,671.0,1907.0,1413.0,32.6,28.0,1.3566,2004-06-28 10:00:00,summer
1132.0,1091.0,751.0,1795.0,1092.0,36.3,23.4,1.3902,2004-06-28 11:00:00,summer
1103.0,1060.0,770.0,1748.0,940.0,37.5,21.5,1.3673,2004-06-28 12:00:00,summer
1081.0,1053.0,770.0,1773.0,883.0,39.6,19.0,1.3447,2004-06-28 13:00:00,summer
1079.0,1018.0,793.0,1739.0,850.0,40.1,19.3,1.4013,2004-06-28 14:00:00,summer
1167.0,1087.0,741.0,1820.0,928.0,40.4,20.0,1.4854,2004-06-28 15:00:00,summer
1148.0,1037.0,772.0,1720.0,835.0,39.9,20.1,1.4495,2004-06-28 16:00:00,summer
1221.0,1230.0,670.0,1905.0,1157.0,39.1,19.6,1.3542,2004-06-28 17:00:00,summer
1255.0,1283.0,640.0,2023.0,1232.0,37.0,21.9,1.3503,2004-06-28 18:00:00,summer
1245.0,1287.0,635.0,2067.0,1288.0,33.9,26.8,1.3899,2004-06-28 19:00:00,summer
1162.0,1151.0,687.0,1912.0,1143.0,31.9,30.6,1.4201,2004-06-28 20:00:00,summer
1079.0,1020.0,754.0,1760.0,1014.0,29.7,33.9,1.3874,2004-06-28 21:00:00,summer
1091.0,1038.0,744.0,1786.0,1088.0,28.6,36.8,1.416,2004-06-28 22:00:00,summer
1085.0,1039.0,745.0,1790.0,1092.0,27.8,38.7,1.4187,2004-06-28 23:00:00,summer
1050.0,966.0,780.0,1748.0,1090.0,27.8,40.0,1.4691,2004-06-29 00:00:00,summer
941.0,814.0,873.0,1592.0,979.0,27.5,41.3,1.4962,2004-06-29 01:00:00,summer
891.0,705.0,980.0,1534.0,806.0,27.3,41.6,1.4906,2004-06-29 02:00:00,summer
842.0,624.0,1080.0,1480.0,712.0,26.0,44.2,1.4657,2004-06-29 03:00:00,summer
850.0,639.0,1048.0,1519.0,853.0,24.8,48.0,1.4857,2004-06-29 04:00:00,summer
863.0,652.0,1055.0,1504.0,816.0,25.9,45.1,1.4889,2004-06-29 05:00:00,summer
956.0,784.0,928.0,1634.0,934.0,25.3,47.6,1.5108,2004-06-29 06:00:00,summer
1384.0,1391.0,552.0,1456.2645979312647,1548.0,24.7,49.5,1.5201,2004-06-29 07:00:00,summer
1502.0,1631.0,459.0,1456.2645979312647,1858.0,27.1,43.1,1.5224,2004-06-29 08:00:00,summer
1219.0,1163.0,642.0,1963.0,1410.0,28.3,39.8,1.5053,2004-06-29 09:00:00,summer
1237.0,1157.0,663.0,1968.0,1334.0,32.4,32.3,1.5484,2004-06-29 10:00:00,summer
1181.0,1078.0,706.0,1870.0,1140.0,35.4,27.8,1.5733,2004-06-29 11:00:00,summer
1251.0,1154.0,682.0,1955.0,1111.0,35.5,27.4,1.5635,2004-06-29 12:00:00,summer
1214.0,1170.0,681.0,1963.0,1054.0,37.8,24.4,1.5722,2004-06-29 13:00:00,summer
1166.0,1062.0,726.0,1825.0,924.0,37.2,25.5,1.5914,2004-06-29 14:00:00,summer
1226.0,1157.0,683.0,1912.0,1041.0,37.2,25.6,1.6014,2004-06-29 15:00:00,summer
1265.0,1229.0,636.0,2040.0,1282.0,38.0,25.0,1.6312,2004-06-29 16:00:00,summer
1317.0,1338.0,593.0,2132.0,1362.0,37.1,26.9,1.6635,2004-06-29 17:00:00,summer
1372.0,1382.0,568.0,2268.0,1441.0,36.9,27.8,1.7099,2004-06-29 18:00:00,summer
1443.0,1443.0,543.0,1456.2645979312647,1559.0,34.7,31.9,1.7325,2004-06-29 19:00:00,summer
1200.0,1126.0,664.0,1979.0,1198.0,31.9,38.4,1.7897,2004-06-29 20:00:00,summer
1216.0,1130.0,655.0,1994.0,1246.0,30.5,42.3,1.8173,2004-06-29 21:00:00,summer
1160.0,1070.0,687.0,1929.0,1192.0,29.3,45.8,1.8362,2004-06-29 22:00:00,summer
1194.0,1106.0,667.0,1985.0,1194.0,28.2,48.1,1.8144,2004-06-29 23:00:00,summer
1199.0,1087.0,658.0,1954.0,1252.0,27.3,51.0,1.8287,2004-06-30 00:00:00,summer
965.0,818.0,844.0,1681.0,777.0,26.8,52.4,1.8141,2004-06-30 01:00:00,summer
961.0,801.0,850.0,1683.0,798.0,26.0,54.9,1.8141,2004-06-30 02:00:00,summer
901.0,697.0,952.0,1586.0,800.0,26.8,51.9,1.8058,2004-06-30 03:00:00,summer
864.0,629.0,1052.0,1558.0,728.0,26.9,51.8,1.805,2004-06-30 04:00:00,summer
952.0,742.0,892.0,1656.0,953.0,24.6,59.1,1.8013,2004-06-30 05:00:00,summer
1009.0,875.0,797.0,1738.0,1060.0,26.4,53.1,1.7987,2004-06-30 06:00:00,summer
1225.0,1155.0,643.0,1992.0,1338.0,27.3,46.4,1.6542,2004-06-30 07:00:00,summer
1245.0,1202.0,628.0,2039.0,1622.0,28.4,40.4,1.5442,2004-06-30 08:00:00,summer
1265.0,1209.0,638.0,2015.0,1812.0,30.8,37.1,1.6169,2004-06-30 09:00:00,summer
1276.0,1241.0,642.0,2024.0,1784.0,34.2,30.7,1.6252,2004-06-30 10:00:00,summer
1232.0,1183.0,675.0,1920.0,1509.0,37.0,26.5,1.6352,2004-06-30 11:00:00,summer
